Directories,Files,Lines of Code (LOC),Cyclomatic Complexity / Lines of Code,Comment Lines of Code (CLOC),Non-Comment Lines of Code (NCLOC),Logical Lines of Code (LLOC),LLOC outside functions or classes,Namespaces,Interfaces,Traits,Classes,Abstract Classes,Concrete Classes,Final Classes,Non-Final Classes,Classes Length (LLOC),Methods,Non-Static Methods,Static Methods,Public Methods,Non-Public Methods,Protected Methods,Private Methods,Cyclomatic Complexity / Number of Classes,Cyclomatic Complexity / Number of Methods,Functions,Named Functions,Anonymous Functions,Functions Length (LLOC),Average Function Length (LLOC),Average Class Length,Average Method Length,Average Methods per Class,Constants,Global Constants,Class Constants,Public Class Constants,Non-Public Class Constants,Attribute Accesses,Non-Static Attribute Accesses,Static Attribute Accesses,Method Calls,Non-Static Method Calls,Static Method Calls,Global Accesses,Global Variable Accesses,Super-Global Variable Accesses,Global Constant Accesses,Test Classes,Test Methods
"15","43","7386","0.23546725533481","798","6588","2718","249","11","1","0","32","2","30","0","30","2362","363","157","206","356","7","0","7","18.588235294118","2.6555555555556","36","31","5","107","2.9722222222222","69.470588235294","6.4111111111111","10.676470588235","214","211","3","3","0","220","196","24","2167","1540","627","317","288","29","0","1","4"
